SYMBOL,company,product,region,country,industry,sector,gics_sector
LSCC,Lattice Semiconductor,Equity,us_russell_1000,USA,Semiconductors,Information Technology,Technology
LSTR,Landstar,Equity,us_russell_1000,USA,Cargo Ground Transportation,Industrials,Industrials
LULU,Lululemon Athletica,Equity,us_russell_1000,USA,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,Consumer Cyclical
LUV,Southwest Airlines,Equity,us_russell_1000,USA,Passenger Airlines,Industrials,Industrials
LVS,Las Vegas Sands,Equity,us_russell_1000,USA,Casinos & Gaming,Consumer Discretionary,Consumer Cyclical
LW,Lamb Weston,Equity,us_russell_1000,USA,Packaged Foods & Meats,Consumer Staples,Consumer Defensive
LYB,LyondellBasell,Equity,us_russell_1000,USA,Specialty Chemicals,Materials,Basic Materials
LYFT,Lyft,Equity,us_russell_1000,USA,Passenger Ground Transportation,Industrials,Technology
LYV,Live Nation Entertainment,Equity,us_russell_1000,USA,Movies & Entertainment,Communication Services,Communication Services
M,"Macy's, Inc.",Equity,us_russell_1000,USA,Department Stores,Consumer Discretionary,Consumer Cyclical
MA,Mastercard,Equity,us_russell_1000,USA,Transaction & Payment Processing Services,Financials,Financial Services
MAA,Mid-America Apartment Communities,Equity,us_russell_1000,USA,Multi-Family Residential REITs,Real Estate,Real Estate
MAN,ManpowerGroup,Equity,us_russell_1000,USA,Human Resource & Employment Services,Industrials,Industrials
MANH,Manhattan Associates,Equity,us_russell_1000,USA,Software - Application,Information Technology,Technology
MAR,Marriott International,Equity,us_russell_1000,USA,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,Consumer Cyclical
MAS,Masco,Equity,us_russell_1000,USA,Building Products,Industrials,Industrials
MASI,Masimo,Equity,us_russell_1000,USA,Health Care Equipment,Health Care,Healthcare
MAT,Mattel,Equity,us_russell_1000,USA,Leisure Products,Consumer Discretionary,Consumer Cyclical
MCD,McDonald's,Equity,us_russell_1000,USA,Restaurants,Consumer Discretionary,Consumer Cyclical
MCHP,Microchip Technology,Equity,us_russell_1000,USA,Semiconductors,Information Technology,Technology
MCK,McKesson Corporation,Equity,us_russell_1000,USA,Health Care Distributors,Health Care,Healthcare
MCO,Moody's Corporation,Equity,us_russell_1000,USA,Financial Exchanges & Data,Financials,Financial Services
MDB,MongoDB Inc.,Equity,us_russell_1000,USA,Systems Software,Information Technology,Technology
MDLZ,Mondelez International,Equity,us_russell_1000,USA,Packaged Foods & Meats,Consumer Staples,Consumer Defensive
MDT,Medtronic,Equity,us_russell_1000,USA,Health Care Equipment,Health Care,Healthcare
MDU,MDU Resources,Equity,us_russell_1000,USA,Multi-Utilities,Utilities,Utilities
MEDP,Medpace,Equity,us_russell_1000,USA,Diagnostics & Research,Health Care,Healthcare
MET,Metlife,Equity,us_russell_1000,USA,Life & Health Insurance,Financials,Financial Services
META,Meta Platforms,Equity,us_russell_1000,USA,Interactive Media & Services,Communication Services,Communication Services
MGM,MGM Resorts International,Equity,us_russell_1000,USA,Casinos & Gaming,Consumer Discretionary,Consumer Cyclical
MHK,Mohawk Industries,Equity,us_russell_1000,USA,Home Furnishings,Consumer Discretionary,Consumer Cyclical
MIDD,Middleby,Equity,us_russell_1000,USA,Industrial Machinery & Supplies & Components,Industrials,Industrials
MKC,McCormick & Company,Equity,us_russell_1000,USA,Packaged Foods & Meats,Consumer Staples,Consumer Defensive
MKL,Markel,Equity,us_russell_1000,USA,Insurance - Property & Casualty,Financials,Financial Services
MKSI,MKS Instruments,Equity,us_russell_1000,USA,Semiconductor Materials & Equipment,Information Technology,Technology
MKTX,MarketAxess,Equity,us_russell_1000,USA,Financial Exchanges & Data,Financials,Financial Services
MLI,Mueller Industries,Equity,us_russell_1000,USA,Industrial Machinery & Supplies & Components,Industrials,Industrials
MLM,Martin Marietta Materials,Equity,us_russell_1000,USA,Construction Materials,Materials,Basic Materials
MMC,Marsh McLennan,Equity,us_russell_1000,USA,Insurance Brokers,Financials,Financial Services
MMM,3M,Equity,us_russell_1000,USA,Industrial Conglomerates,Industrials,Industrials
MNST,Monster Beverage,Equity,us_russell_1000,USA,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,Consumer Defensive
MO,Altria,Equity,us_russell_1000,USA,Tobacco,Consumer Staples,Consumer Defensive
MOH,Molina Healthcare,Equity,us_russell_1000,USA,Managed Health Care,Health Care,Healthcare
MORN,"Morningstar, Inc.",Equity,us_russell_1000,USA,Financial Data & Stock Exchanges,Financials,Financial Services
MOS,Mosaic Company (The),Equity,us_russell_1000,USA,Fertilizers & Agricultural Chemicals,Materials,Basic Materials
MP,MP Materials,Equity,us_russell_1000,USA,Diversified Metals & Mining,Materials,Basic Materials
MPC,Marathon Petroleum,Equity,us_russell_1000,USA,Oil & Gas Refining & Marketing,Energy,Energy
MPW,Medical Properties Trust,Equity,us_russell_1000,USA,Health Care REITs,Real Estate,Real Estate
MPWR,Monolithic Power Systems,Equity,us_russell_1000,USA,Semiconductors,Information Technology,Technology
MRK,Merck & Co.,Equity,us_russell_1000,USA,Pharmaceuticals,Health Care,Healthcare
MRNA,Moderna,Equity,us_russell_1000,USA,Biotechnology,Health Care,Healthcare
MRP,Millrose Properties,Equity,us_russell_1000,USA,Homebuilding,Consumer Discretionary,Real Estate
MRVL,Marvell Technology,Equity,us_russell_1000,USA,Semiconductors,Information Technology,Technology
MS,Morgan Stanley,Equity,us_russell_1000,USA,Investment Banking & Brokerage,Financials,Financial Services
MSA,MSA Safety,Equity,us_russell_1000,USA,Office Services & Supplies,Industrials,Industrials
MSCI,MSCI,Equity,us_russell_1000,USA,Financial Exchanges & Data,Financials,Financial Services
MSFT,Microsoft,Equity,us_russell_1000,USA,Systems Software,Information Technology,Technology
MSGS,Madison Square Garden Sports,Equity,us_russell_1000,USA,Entertainment,Communication Services,Communication Services
MSI,Motorola Solutions,Equity,us_russell_1000,USA,Communications Equipment,Information Technology,Technology
MSM,MSC Industrial Direct,Equity,us_russell_1000,USA,Trading Companies & Distributors,Industrials,Industrials
MSTR,MicroStrategy,Equity,us_russell_1000,USA,Application Software,Information Technology,Technology
MTB,M&T Bank,Equity,us_russell_1000,USA,Regional Banks,Financials,Financial Services
MTCH,Match Group,Equity,us_russell_1000,USA,Interactive Media & Services,Communication Services,Communication Services
MTD,Mettler Toledo,Equity,us_russell_1000,USA,Life Sciences Tools & Services,Health Care,Healthcare
MTDR,Matador Resources,Equity,us_russell_1000,USA,Oil & Gas Exploration & Production,Energy,Energy
MTG,MGIC Investment Corporation,Equity,us_russell_1000,USA,Reinsurance,Financials,Financial Services
MTN,Vail Resorts,Equity,us_russell_1000,USA,Resorts & Casinos,Consumer Discretionary,Consumer Cyclical
MTSI,MACOM Technology Solutions,Equity,us_russell_1000,USA,Semiconductors,Information Technology,Technology
MTZ,MasTec,Equity,us_russell_1000,USA,Construction & Engineering,Industrials,Industrials
MU,Micron Technology,Equity,us_russell_1000,USA,Semiconductors,Information Technology,Technology
MUSA,Murphy USA,Equity,us_russell_1000,USA,Specialty Retail,Consumer Discretionary,Consumer Cyclical
NBIX,Neurocrine Biosciences,Equity,us_russell_1000,USA,Biotechnology,Health Care,Healthcare
NCLH,Norwegian Cruise Line Holdings,Equity,us_russell_1000,USA,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,Consumer Cyclical
NCNO,nCino,Equity,us_russell_1000,USA,Software - Application,Information Technology,Technology
NDAQ,"Nasdaq, Inc.",Equity,us_russell_1000,USA,Financial Exchanges & Data,Financials,Financial Services
NDSN,Nordson,Equity,us_russell_1000,USA,Industrial Machinery & Supplies & Components,Industrials,Industrials
NEE,NextEra Energy,Equity,us_russell_1000,USA,Multi-Utilities,Utilities,Utilities
NEM,Newmont,Equity,us_russell_1000,USA,Gold,Materials,Basic Materials
NET,Cloudflare,Equity,us_russell_1000,USA,Software - Infrastructure,Information Technology,Technology
NEU,NewMarket,Equity,us_russell_1000,USA,Specialty Chemicals,Materials,Basic Materials
NFG,National Fuel Gas,Equity,us_russell_1000,USA,Gas Utilities,Utilities,Energy
NFLX,Netflix,Equity,us_russell_1000,USA,Movies & Entertainment,Communication Services,Communication Services
NI,NiSource,Equity,us_russell_1000,USA,Multi-Utilities,Utilities,Utilities
NIQ,NIQ Global Intelligence,Equity,us_russell_1000,USA,,Communication Services,
NKE,"Nike, Inc.",Equity,us_russell_1000,USA,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,Consumer Cyclical
NLY,Annaly Capital Management,Equity,us_russell_1000,USA,REIT - Mortgage,Financials,Real Estate
NNN,NNN Reit,Equity,us_russell_1000,USA,Retail REITs,Real Estate,Real Estate
NOC,Northrop Grumman,Equity,us_russell_1000,USA,Aerospace & Defense,Industrials,Industrials
NOV,NOV Inc.,Equity,us_russell_1000,USA,Oil & Gas Equipment & Services,Energy,Energy
NOW,ServiceNow,Equity,us_russell_1000,USA,Systems Software,Information Technology,Technology
NRG,NRG Energy,Equity,us_russell_1000,USA,Independent Power Producers & Energy Traders,Utilities,Utilities
NSA,National Storage Affiliates,Equity,us_russell_1000,USA,REIT - Industrial,Real Estate,Real Estate
NSC,Norfolk Southern,Equity,us_russell_1000,USA,Rail Transportation,Industrials,Industrials
NTAP,Netapp,Equity,us_russell_1000,USA,"Technology Hardware, Storage & Peripherals",Information Technology,Technology
NTNX,Nutanix,Equity,us_russell_1000,USA,Software - Infrastructure,Information Technology,Technology
NTRA,Natera,Equity,us_russell_1000,USA,Diagnostics & Research,Health Care,Healthcare
NTRS,Northern Trust,Equity,us_russell_1000,USA,Asset Management & Custody Banks,Financials,Financial Services
NU,Nubank,Equity,us_russell_1000,USA,Banks - Regional,Financials,Financial Services
NUE,Nucor,Equity,us_russell_1000,USA,Steel,Materials,Basic Materials
NVDA,Nvidia,Equity,us_russell_1000,USA,Semiconductors,Information Technology,Technology
NVR,"NVR, Inc.",Equity,us_russell_1000,USA,Homebuilding,Consumer Discretionary,Consumer Cyclical
NVST,Envista,Equity,us_russell_1000,USA,Health Care Supplies,Health Care,Healthcare
NVT,nVent Electric,Equity,us_russell_1000,USA,Electrical Equipment & Parts,Industrials,Industrials
NWL,Newell Brands,Equity,us_russell_1000,USA,Housewares & Specialties,Consumer Discretionary,Consumer Defensive
NWS,News Corp (Class B),Equity,us_russell_1000,USA,Publishing,Communication Services,Communication Services
NWSA,News Corp (Class A),Equity,us_russell_1000,USA,Publishing,Communication Services,Communication Services
NXST,Nexstar Media Group,Equity,us_russell_1000,USA,Broadcasting,Communication Services,Communication Services
NYT,New York Times Company,Equity,us_russell_1000,USA,Publishing,Communication Services,Communication Services
O,Realty Income,Equity,us_russell_1000,USA,Retail REITs,Real Estate,Real Estate
OC,Owens Corning,Equity,us_russell_1000,USA,Building Products,Industrials,Industrials
ODFL,Old Dominion Freight Line,Equity,us_russell_1000,USA,Cargo Ground Transportation,Industrials,Industrials
OGE,OGE Energy,Equity,us_russell_1000,USA,Multi-Utilities,Utilities,Utilities
OGN,Organon & Co.,Equity,us_russell_1000,USA,Pharmaceuticals,Health Care,Healthcare
OHI,Omega Healthcare Investors,Equity,us_russell_1000,USA,REIT - Healthcare Facilities,Real Estate,Real Estate
OKE,Oneok,Equity,us_russell_1000,USA,Oil & Gas Storage & Transportation,Energy,Energy
OKTA,"Okta, Inc.",Equity,us_russell_1000,USA,Application Software,Information Technology,Technology
OLED,Universal Display Corporation,Equity,us_russell_1000,USA,Semiconductors,Information Technology,Technology
OLLI,Ollie's Bargain Outlet,Equity,us_russell_1000,USA,General Merchandise Stores,Consumer Discretionary,Consumer Defensive
OLN,Olin Corporation,Equity,us_russell_1000,USA,Diversified Chemicals,Materials,Basic Materials
OMC,Omnicom Group,Equity,us_russell_1000,USA,Advertising,Communication Services,Communication Services
OMF,OneMain Financial,Equity,us_russell_1000,USA,Credit Services,Financials,Financial Services
ON,ON Semiconductor,Equity,us_russell_1000,USA,Semiconductors,Information Technology,Technology
ONON,On Holding AG,Equity,us_russell_1000,USA,Footwear,Consumer Discretionary,Consumer Cyclical
ONTO,Onto Innovation,Equity,us_russell_1000,USA,Semiconductor Materials & Equipment,Information Technology,Technology
ORCL,Oracle Corporation,Equity,us_russell_1000,USA,Application Software,Information Technology,Technology
ORI,Old Republic International,Equity,us_russell_1000,USA,Property & Casualty Insurance,Financials,Financial Services
ORLY,O'Reilly Auto Parts,Equity,us_russell_1000,USA,Automotive Retail,Consumer Discretionary,Consumer Cyclical
OSK,Oshkosh Corporation,Equity,us_russell_1000,USA,Construction Machinery & Heavy Transportation Equipment,Industrials,Industrials
OTIS,Otis Worldwide,Equity,us_russell_1000,USA,Industrial Machinery & Supplies & Components,Industrials,Industrials
OVV,Ovintiv,Equity,us_russell_1000,USA,Oil & Gas E&P,Energy,Energy
OWL,Blue Owl Capital,Equity,us_russell_1000,USA,Asset Management,Financials,Financial Services
OXY,Occidental Petroleum,Equity,us_russell_1000,USA,Oil & Gas Exploration & Production,Energy,Energy
OZK,Bank OZK,Equity,us_russell_1000,USA,Regional Banks,Financials,Financial Services
PAG,Penske Automotive Group,Equity,us_russell_1000,USA,Auto & Truck Dealerships,Consumer Discretionary,Consumer Cyclical
PANW,Palo Alto Networks,Equity,us_russell_1000,USA,Systems Software,Information Technology,Technology
PATH,UiPath,Equity,us_russell_1000,USA,Software - Infrastructure,Information Technology,Technology
PAYC,Paycom,Equity,us_russell_1000,USA,Application Software,Information Technology,Technology
PAYX,Paychex,Equity,us_russell_1000,USA,Human Resource & Employment Services,Industrials,Technology
PB,Prosperity Bancshares,Equity,us_russell_1000,USA,Regional Banks,Financials,Financial Services
PCAR,Paccar,Equity,us_russell_1000,USA,Construction Machinery & Heavy Transportation Equipment,Industrials,Industrials
PCG,PG&E Corporation,Equity,us_russell_1000,USA,Utilities - Regulated Electric,Utilities,Utilities
PCOR,Procore,Equity,us_russell_1000,USA,Software - Application,Information Technology,Technology
PCTY,Paylocity,Equity,us_russell_1000,USA,Application Software,Information Technology,Technology
PEG,Public Service Enterprise Group,Equity,us_russell_1000,USA,Electric Utilities,Utilities,Utilities
PEGA,Pegasystems,Equity,us_russell_1000,USA,Software - Application,Information Technology,Technology
PEN,"Penumbra, Inc.",Equity,us_russell_1000,USA,Health Care Equipment,Health Care,Healthcare
PENN,Penn Entertainment,Equity,us_russell_1000,USA,Casinos & Gaming,Consumer Discretionary,Consumer Cyclical
PEP,PepsiCo,Equity,us_russell_1000,USA,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,Consumer Defensive
PFE,Pfizer,Equity,us_russell_1000,USA,Pharmaceuticals,Health Care,Healthcare
PFG,Principal Financial Group,Equity,us_russell_1000,USA,Life & Health Insurance,Financials,Financial Services
PFGC,Performance Food Group,Equity,us_russell_1000,USA,Food Distributors,Consumer Staples,Consumer Defensive
PG,Procter & Gamble,Equity,us_russell_1000,USA,Personal Care Products,Consumer Staples,Consumer Defensive
PGR,Progressive Corporation,Equity,us_russell_1000,USA,Property & Casualty Insurance,Financials,Financial Services
PH,Parker Hannifin,Equity,us_russell_1000,USA,Industrial Machinery & Supplies & Components,Industrials,Industrials
PHM,PulteGroup,Equity,us_russell_1000,USA,Homebuilding,Consumer Discretionary,Consumer Cyclical
PINS,Pinterest,Equity,us_russell_1000,USA,Internet Content & Information,Communication Services,Communication Services
PK,Park Hotels & Resorts,Equity,us_russell_1000,USA,Hotel & Resort REITs,Real Estate,Real Estate
PKG,Packaging Corporation of America,Equity,us_russell_1000,USA,Paper & Plastic Packaging Products & Materials,Materials,Consumer Cyclical
PLD,Prologis,Equity,us_russell_1000,USA,Industrial REITs,Real Estate,Real Estate
PLNT,Planet Fitness,Equity,us_russell_1000,USA,Leisure,Consumer Discretionary,Consumer Cyclical
PLTR,Palantir Technologies,Equity,us_russell_1000,USA,Internet Services & Infrastructure,Information Technology,Technology
PM,Philip Morris International,Equity,us_russell_1000,USA,Tobacco,Consumer Staples,Consumer Defensive
PNC,PNC Financial Services,Equity,us_russell_1000,USA,Regional Banks,Financials,Financial Services
PNFP,Pinnacle Financial Partners,Equity,us_russell_1000,USA,Regional Banks,Financials,Financial Services
PNR,Pentair,Equity,us_russell_1000,USA,Industrial Machinery & Supplies & Components,Industrials,Industrials
PNW,Pinnacle West Capital,Equity,us_russell_1000,USA,Multi-Utilities,Utilities,Utilities
PODD,Insulet,Equity,us_russell_1000,USA,Medical Devices,Health Care,Healthcare
POOL,Pool Corporation,Equity,us_russell_1000,USA,Distributors,Consumer Discretionary,Industrials
POST,Post Holdings,Equity,us_russell_1000,USA,Packaged Foods & Meats,Consumer Staples,Consumer Defensive
PPC,Pilgrim's Pride,Equity,us_russell_1000,USA,Packaged Foods & Meats,Consumer Staples,Consumer Defensive
PPG,PPG Industries,Equity,us_russell_1000,USA,Specialty Chemicals,Materials,Basic Materials
PPL,PPL Corporation,Equity,us_russell_1000,USA,Electric Utilities,Utilities,Utilities
PR,Permian Resources,Equity,us_russell_1000,USA,Oil & Gas Exploration & Production,Energy,Energy
PRGO,Perrigo,Equity,us_russell_1000,USA,Pharmaceuticals,Health Care,Healthcare
PRI,Primerica,Equity,us_russell_1000,USA,Life & Health Insurance,Financials,Financial Services
PRMB,Primo Brands,Equity,us_russell_1000,USA,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,Consumer Defensive
PRU,Prudential Financial,Equity,us_russell_1000,USA,Life & Health Insurance,Financials,Financial Services
PSA,Public Storage,Equity,us_russell_1000,USA,Self-Storage REITs,Real Estate,Real Estate
PSN,Parsons Corporation,Equity,us_russell_1000,USA,Aerospace & Defense,Industrials,Technology
PSTG,Pure Storage,Equity,us_russell_1000,USA,Computer Hardware,Information Technology,Technology
PSX,Phillips 66,Equity,us_russell_1000,USA,Oil & Gas Refining & Marketing,Energy,Energy
PTC,PTC Inc.,Equity,us_russell_1000,USA,Application Software,Information Technology,Technology
PVH,PVH Corp.,Equity,us_russell_1000,USA,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,Consumer Cyclical
PWR,Quanta Services,Equity,us_russell_1000,USA,Construction & Engineering,Industrials,Industrials
PYPL,PayPal,Equity,us_russell_1000,USA,Transaction & Payment Processing Services,Financials,Financial Services
Q,Qnity Electronics,Equity,us_russell_1000,USA,Semiconductor Materials & Equipment,Information Technology,Technology
QCOM,Qualcomm,Equity,us_russell_1000,USA,Semiconductors,Information Technology,Technology
QGEN,Qiagen,Equity,us_russell_1000,USA,Diagnostics & Research,Health Care,Healthcare
QRVO,Qorvo,Equity,us_russell_1000,USA,Semiconductors,Information Technology,Technology
QS,QuantumScape,Equity,us_russell_1000,USA,Auto Parts,Consumer Discretionary,Consumer Cyclical
QSR,Restaurant Brands International,Equity,us_russell_1000,USA,Restaurants,Consumer Discretionary,Consumer Cyclical
QXO,"QXO, Inc.",Equity,us_russell_1000,USA,Industrial Distribution,Industrials,Industrials
R,Ryder,Equity,us_russell_1000,USA,Cargo Ground Transportation,Industrials,Industrials
RAL,Ralliant,Equity,us_russell_1000,USA,Electronic Components,Information Technology,Technology
RARE,Ultragenyx,Equity,us_russell_1000,USA,Biotechnology,Health Care,Healthcare
RBA,RB Global,Equity,us_russell_1000,USA,Specialty Business Services,Industrials,Industrials
RBC,RBC Bearings,Equity,us_russell_1000,USA,Tools & Accessories,Industrials,Industrials
RBLX,Roblox Corporation,Equity,us_russell_1000,USA,Electronic Gaming & Multimedia,Communication Services,Communication Services
RBRK,Rubrik,Equity,us_russell_1000,USA,Software - Infrastructure,Information Technology,Technology
RCL,Royal Caribbean Group,Equity,us_russell_1000,USA,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,Consumer Cyclical
RDDT,Reddit,Equity,us_russell_1000,USA,Interactive Media & Services,Communication Services,Communication Services
REG,Regency Centers,Equity,us_russell_1000,USA,Retail REITs,Real Estate,Real Estate
REGN,Regeneron Pharmaceuticals,Equity,us_russell_1000,USA,Biotechnology,Health Care,Healthcare
REXR,Rexford Industrial,Equity,us_russell_1000,USA,REIT - Industrial,Real Estate,Real Estate
REYN,Reynolds Consumer Products,Equity,us_russell_1000,USA,Packaging & Containers,Consumer Staples,Consumer Cyclical
RF,Regions Financial Corporation,Equity,us_russell_1000,USA,Regional Banks,Financials,Financial Services
RGA,Reinsurance Group of America,Equity,us_russell_1000,USA,Reinsurance,Financials,Financial Services
RGEN,Repligen,Equity,us_russell_1000,USA,Biotechnology,Health Care,Healthcare
RGLD,Royal Gold,Equity,us_russell_1000,USA,Precious Metals & Minerals,Materials,Basic Materials
RH,RH,Equity,us_russell_1000,USA,Homefurnishing Retail,Consumer Discretionary,Consumer Cyclical
RHI,Robert Half,Equity,us_russell_1000,USA,Human Resource & Employment Services,Industrials,Industrials
RITM,Rithm Capital,Equity,us_russell_1000,USA,REIT - Mortgage,Financials,Real Estate
RIVN,Rivian,Equity,us_russell_1000,USA,Auto Manufacturers,Consumer Discretionary,Consumer Cyclical
RJF,Raymond James Financial,Equity,us_russell_1000,USA,Investment Banking & Brokerage,Financials,Financial Services
RKLB,Rocket Lab,Equity,us_russell_1000,USA,Aerospace & Defense,Industrials,Industrials
RKT,Rocket Companies,Equity,us_russell_1000,USA,Mortgage Finance,Financials,Financial Services
RL,Ralph Lauren Corporation,Equity,us_russell_1000,USA,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,Consumer Cyclical
RLI,RLI Corp.,Equity,us_russell_1000,USA,Insurance - Property & Casualty,Financials,Financial Services
RMD,Resmed,Equity,us_russell_1000,USA,Health Care Equipment,Health Care,Healthcare
RNG,RingCentral,Equity,us_russell_1000,USA,Software - Application,Information Technology,Technology
RNR,RenaissanceRe,Equity,us_russell_1000,USA,Reinsurance,Financials,Financial Services
ROIV,Roivant Sciences,Equity,us_russell_1000,USA,Biotechnology,Health Care,Healthcare
ROK,Rockwell Automation,Equity,us_russell_1000,USA,Electrical Components & Equipment,Industrials,Industrials
ROKU,"Roku, Inc.",Equity,us_russell_1000,USA,Entertainment,Communication Services,Communication Services
ROL,"Rollins, Inc.",Equity,us_russell_1000,USA,Environmental & Facilities Services,Industrials,Consumer Cyclical
ROP,Roper Technologies,Equity,us_russell_1000,USA,Industrial Conglomerates,Industrials,Technology
ROST,Ross Stores,Equity,us_russell_1000,USA,Apparel Retail,Consumer Discretionary,Consumer Cyclical
RPM,RPM International,Equity,us_russell_1000,USA,Specialty Chemicals,Materials,Basic Materials
RPRX,Royalty Pharma,Equity,us_russell_1000,USA,Biotechnology,Health Care,Healthcare
RRC,Range Resources,Equity,us_russell_1000,USA,Oil & Gas Exploration & Production,Energy,Energy
RRX,Regal Rexnord,Equity,us_russell_1000,USA,Electrical Components & Equipment,Industrials,Industrials
RS,"Reliance, Inc.",Equity,us_russell_1000,USA,Steel,Materials,Basic Materials
RSG,Republic Services,Equity,us_russell_1000,USA,Environmental & Facilities Services,Industrials,Industrials
RTX,RTX Corporation,Equity,us_russell_1000,USA,Aerospace & Defense,Industrials,Industrials
RVMD,Revolution Medicines,Equity,us_russell_1000,USA,Biotechnology,Health Care,Healthcare
RVTY,Revvity,Equity,us_russell_1000,USA,Health Care Equipment,Health Care,Healthcare
RYAN,Ryan Specialty,Equity,us_russell_1000,USA,Insurance - Specialty,Financials,Financial Services
RYN,Rayonier,Equity,us_russell_1000,USA,Timber REITs,Real Estate,Real Estate
S,SentinelOne,Equity,us_russell_1000,USA,Software - Infrastructure,Information Technology,Technology
SAIA,Saia,Equity,us_russell_1000,USA,Trucking,Industrials,Industrials
SAIC,SAIC,Equity,us_russell_1000,USA,Diversified Support Services,Industrials,Technology
SAIL,SailPoint,Equity,us_russell_1000,USA,Application Software,Information Technology,Technology
SAM,Boston Beer Company,Equity,us_russell_1000,USA,Brewers,Consumer Staples,Consumer Defensive
SARO,StandardAero,Equity,us_russell_1000,USA,Aerospace & Defense,Industrials,Industrials
SBAC,SBA Communications,Equity,us_russell_1000,USA,Telecom Tower REITs,Real Estate,Real Estate
SBUX,Starbucks,Equity,us_russell_1000,USA,Restaurants,Consumer Discretionary,Consumer Cyclical
SCCO,Southern Copper,Equity,us_russell_1000,USA,Copper,Materials,Basic Materials
SCHW,Charles Schwab Corporation,Equity,us_russell_1000,USA,Investment Banking & Brokerage,Financials,Financial Services
SCI,Service Corporation International,Equity,us_russell_1000,USA,Specialized Consumer Services,Consumer Discretionary,Consumer Cyclical
SEB,Seaboard Corporation,Equity,us_russell_1000,USA,Conglomerates,Consumer Staples,Industrials
SEE,Sealed Air,Equity,us_russell_1000,USA,Paper & Plastic Packaging Products & Materials,Materials,Consumer Cyclical
SEIC,SEI Investments Company,Equity,us_russell_1000,USA,Asset Management & Custody Banks,Financials,Financial Services
SF,Stifel,Equity,us_russell_1000,USA,Investment Banking & Brokerage,Financials,Financial Services
SFD,Smithfield Foods,Equity,us_russell_1000,USA,Packaged Foods & Meats,Consumer Staples,Consumer Defensive
SFM,Sprouts Farmers Market,Equity,us_russell_1000,USA,Food Retail,Consumer Staples,Consumer Defensive
SGI,Somnigroup International,Equity,us_russell_1000,USA,Home Furnishings,Consumer Discretionary,Consumer Cyclical
SHC,Sotera Health,Equity,us_russell_1000,USA,Diagnostics & Research,Health Care,Healthcare
SHW,Sherwin-Williams,Equity,us_russell_1000,USA,Specialty Chemicals,Materials,Basic Materials
SIRI,Sirius XM,Equity,us_russell_1000,USA,Broadcasting,Communication Services,Communication Services
SITE,SiteOne Landscape Supply,Equity,us_russell_1000,USA,Industrial Distribution,Industrials,Industrials
SJM,J.M. Smucker Company (The),Equity,us_russell_1000,USA,Packaged Foods & Meats,Consumer Staples,Consumer Defensive
SLB,Schlumberger,Equity,us_russell_1000,USA,Oil & Gas Equipment & Services,Energy,Energy
SLGN,Silgan Holdings,Equity,us_russell_1000,USA,"Metal, Glass & Plastic Containers",Materials,Consumer Cyclical
SLM,Sallie Mae,Equity,us_russell_1000,USA,Consumer Finance,Financials,Financial Services
SMCI,Supermicro,Equity,us_russell_1000,USA,"Technology Hardware, Storage & Peripherals",Information Technology,Technology
SMG,Scotts Miracle-Gro Company,Equity,us_russell_1000,USA,Fertilizers & Agricultural Chemicals,Materials,Basic Materials
SMMT,Summit Therapeutics,Equity,us_russell_1000,USA,Biotechnology,Health Care,Healthcare
SN,SharkNinja,Equity,us_russell_1000,USA,Household Appliances,Consumer Discretionary,Consumer Cyclical
SNA,Snap-on,Equity,us_russell_1000,USA,Industrial Machinery & Supplies & Components,Industrials,Industrials
SNDK,SanDisk,Equity,us_russell_1000,USA,"Technology Hardware, Storage & Peripherals",Information Technology,Technology
SNDR,Schneider National,Equity,us_russell_1000,USA,Trucking,Industrials,Industrials
SNOW,Snowflake Inc.,Equity,us_russell_1000,USA,Software - Application,Information Technology,Technology
SNPS,Synopsys,Equity,us_russell_1000,USA,Application Software,Information Technology,Technology
SNX,TD Synnex,Equity,us_russell_1000,USA,Technology Distributors,Information Technology,Technology
SO,Southern Company,Equity,us_russell_1000,USA,Electric Utilities,Utilities,Utilities
SOFI,SoFi,Equity,us_russell_1000,USA,Credit Services,Financials,Financial Services
SOLS,Solstice Advanced Materials,Equity,us_russell_1000,USA,Specialty Chemicals,Materials,Basic Materials
SOLV,Solventum,Equity,us_russell_1000,USA,Health Care Equipment,Health Care,Healthcare
SON,Sonoco,Equity,us_russell_1000,USA,Paper & Plastic Packaging Products & Materials,Materials,Consumer Cyclical
SPG,Simon Property Group,Equity,us_russell_1000,USA,Retail REITs,Real Estate,Real Estate
SPGI,S&P Global,Equity,us_russell_1000,USA,Financial Exchanges & Data,Financials,Financial Services
SPOT,Spotify,Equity,us_russell_1000,USA,Movies & Entertainment,Communication Services,Communication Services
SPR,Spirit AeroSystems,Equity,us_russell_1000,USA,,Industrials,
SRE,Sempra,Equity,us_russell_1000,USA,Multi-Utilities,Utilities,Utilities
